outppr,outpit,outpnm,outpdo,outpsx
"PartS1_As ","FrAsIM1S1 ",   3,"x",1
"PartS1_As ","FrAsIM2S1 ",   4,"x",1
"PartS1_As ","FrAsIM3S1 ",   5,"x",1
"PartS1_As ","FrAsPOCS1 ",   6,"x",1
"PartS1_As ","FrAsPHYTS1",   7,"x",1
"PartS1_As ","FrAsSulfS1",   8," ",1
"PartS1_As ","DisAsS1   ",   9,"x",1
"PartS1_As ","DOCAsS1   ",  10,"x",1
"PartS1_As ","QAsIM1S1  ",  11,"x",1
"PartS1_As ","QAsIM2S1  ",  12,"x",1
"PartS1_As ","QAsIM3S1  ",  13,"x",1
"PartS1_As ","QAsPOCS1  ",  14,"x",1
"PartS1_As ","QAsPHYTS1 ",  15,"x",1
"PartS1_As ","AsS1tot   ",  16,"x",1
"PartS1_As ","QAsDMS1   ",  17,"x",1
"PartS1_As ","KdAsDMS1  ",  18,"x",1
"PartS1_Va ","FrVaDisS1 ",   1,"x",1
"PartS1_Va ","FrVaDOCS1 ",   2,"x",1
"PartS1_Va ","FrVaIM1S1 ",   3,"x",1
"PartS1_Va ","FrVaIM2S1 ",   4,"x",1
"PartS1_Va ","FrVaIM3S1 ",   5,"x",1
"PartS1_Va ","FrVaPOCS1 ",   6,"x",1
"PartS1_Va ","FrVaPHYTS1",   7,"x",1
"PartS1_Va ","FrVaSulfS1",   8," ",1
"PartS1_Va ","DisVaS1   ",   9,"x",1
"PartS1_Va ","DOCVaS1   ",  10,"x",1
"PartS1_Va ","QVaIM1S1  ",  11,"x",1
"PartS1_Va ","QVaIM2S1  ",  12,"x",1
"PartS1_Va ","QVaIM3S1  ",  13,"x",1
"PartS1_Va ","QVaPOCS1  ",  14,"x",1
"PartS1_Va ","QVaPHYTS1 ",  15,"x",1
"PartS1_Va ","VaS1tot   ",  16,"x",1
"PartS1_Va ","QVaDMS1   ",  17,"x",1
"PartS1_Va ","KdVaDMS1  ",  18,"x",1
"PartS1_Zn ","FrZnDisS1 ",   1,"x",1
"PartS1_Zn ","FrZnDOCS1 ",   2,"x",1
"PartS1_Zn ","FrZnIM1S1 ",   3,"x",1
"PartS1_Zn ","FrZnIM2S1 ",   4,"x",1
"PartS1_Zn ","FrZnIM3S1 ",   5,"x",1
"PartS1_Zn ","FrZnPOCS1 ",   6,"x",1
"PartS1_Zn ","FrZnPHYTS1",   7,"x",1
"PartS1_Zn ","FrZnSulfS1",   8," ",1
"PartS1_Zn ","DisZnS1   ",   9,"x",1
"PartS1_Zn ","DOCZnS1   ",  10,"x",1
"PartS1_Zn ","QZnIM1S1  ",  11,"x",1
"PartS1_Zn ","QZnIM2S1  ",  12,"x",1
"PartS1_Zn ","QZnIM3S1  ",  13,"x",1
"PartS1_Zn ","QZnPOCS1  ",  14,"x",1
"PartS1_Zn ","QZnPHYTS1 ",  15,"x",1
"PartS1_Zn ","ZnS1tot   ",  16,"x",1
"PartS1_Zn ","QZnDMS1   ",  17,"x",1
"PartS1_Zn ","KdZnDMS1  ",  18,"x",1
"PartS2_Cd ","FrCdDisS2 ",   1,"x",1
"PartS2_Cd ","FrCdDOCS2 ",   2,"x",1
"PartS2_Cd ","FrCdIM1S2 ",   3,"x",1
"PartS2_Cd ","FrCdIM2S2 ",   4,"x",1
"PartS2_Cd ","FrCdIM3S2 ",   5,"x",1
"PartS2_Cd ","FrCdPOCS2 ",   6,"x",1
"PartS2_Cd ","FrCdPHYTS2",   7,"x",1
"PartS2_Cd ","FrCdSulfS2",   8," ",1
"PartS2_Cd ","DisCdS2   ",   9,"x",1
"PartS2_Cd ","DOCCdS2   ",  10,"x",1
"PartS2_Cd ","QCdIM1S2  ",  11,"x",1
"PartS2_Cd ","QCdIM2S2  ",  12,"x",1
"PartS2_Cd ","QCdIM3S2  ",  13,"x",1
"PartS2_Cd ","QCdPOCS2  ",  14,"x",1
"PartS2_Cd ","QCdPHYTS2 ",  15,"x",1
"PartS2_Cd ","CdS2tot   ",  16,"x",1
"PartS2_Cd ","QCdDMS2   ",  17,"x",1
"PartS2_Cd ","KdCdDMS2  ",  18,"x",1
"PartS2_Cr ","FrCrDisS2 ",   1,"x",1
"PartS2_Cr ","FrCrDOCS2 ",   2,"x",1
"PartS2_Cr ","FrCrIM1S2 ",   3,"x",1
"PartS2_Cr ","FrCrIM2S2 ",   4,"x",1
"PartS2_Cr ","FrCrIM3S2 ",   5,"x",1
"PartS2_Cr ","FrCrPOCS2 ",   6,"x",1
"PartS2_Cr ","FrCrPHYTS2",   7,"x",1
"PartS2_Cr ","FrCrHydrS2",   8,"x",1
"PartS2_Cr ","DisCrS2   ",   9,"x",1
"PartS2_Cr ","DOCCrS2   ",  10,"x",1
"PartS2_Cr ","QCrIM1S2  ",  11,"x",1
"PartS2_Cr ","QCrIM2S2  ",  12,"x",1
"PartS2_Cr ","QCrIM3S2  ",  13,"x",1
"PartS2_Cr ","QCrPOCS2  ",  14,"x",1
"PartS2_Cr ","QCrPHYTS2 ",  15,"x",1
"PartS2_Cr ","CrS2tot   ",  16,"x",1
"PartS2_Cr ","QCrDMS2   ",  17,"x",1
"PartS2_Cr ","KdCrDMS2  ",  18,"x",1
"PartS2_Cu ","FrCuDisS2 ",   1,"x",1
"PartS2_Cu ","FrCuDOCS2 ",   2,"x",1
"PartS2_Cu ","FrCuIM1S2 ",   3,"x",1
"PartS2_Cu ","FrCuIM2S2 ",   4,"x",1
"PartS2_Cu ","FrCuIM3S2 ",   5,"x",1
"PartS2_Cu ","FrCuPOCS2 ",   6,"x",1
"PartS2_Cu ","FrCuPHYTS2",   7,"x",1
"PartS2_Cu ","FrCuSulfS2",   8," ",1
"PartS2_Cu ","DisCuS2   ",   9,"x",1
"PartS2_Cu ","DOCCuS2   ",  10,"x",1
"PartS2_Cu ","QCuIM1S2  ",  11,"x",1
"PartS2_Cu ","QCuIM2S2  ",  12,"x",1
"PartS2_Cu ","QCuIM3S2  ",  13,"x",1
"PartS2_Cu ","QCuPOCS2  ",  14,"x",1
"PartS2_Cu ","QCuPHYTS2 ",  15,"x",1
"PartS2_Cu ","CuS2tot   ",  16,"x",1
"PartS2_Cu ","QCuDMS2   ",  17,"x",1
"PartS2_Cu ","KdCuDMS2  ",  18,"x",1
"PartS2_Hg ","FrHgDisS2 ",   1,"x",1
"PartS2_Hg ","FrHgDOCS2 ",   2,"x",1
"PartS2_Hg ","FrHgIM1S2 ",   3,"x",1
"PartS2_Hg ","FrHgIM2S2 ",   4,"x",1
"PartS2_Hg ","FrHgIM3S2 ",   5,"x",1
"PartS2_Hg ","FrHgPOCS2 ",   6,"x",1
"PartS2_Hg ","FrHgPHYTS2",   7,"x",1
"PartS2_Hg ","FrHgSulfS2",   8," ",1
"PartS2_Hg ","DisHgS2   ",   9,"x",1
"PartS2_Hg ","DOCHgS2   ",  10,"x",1
"PartS2_Hg ","QHgIM1S2  ",  11,"x",1
"PartS2_Hg ","QHgIM2S2  ",  12,"x",1
"PartS2_Hg ","QHgIM3S2  ",  13,"x",1
"PartS2_Hg ","QHgPOCS2  ",  14,"x",1
"PartS2_Hg ","QHgPHYTS2 ",  15,"x",1
"PartS2_Hg ","HgS2tot   ",  16,"x",1
"PartS2_Hg ","QHgDMS2   ",  17,"x",1
"PartS2_Hg ","KdHgDMS2  ",  18,"x",1
"PartS2_Ni ","FrNiDisS2 ",   1,"x",1
"PartS2_Ni ","FrNiDOCS2 ",   2,"x",1
"PartS2_Ni ","FrNiIM1S2 ",   3,"x",1
"PartS2_Ni ","FrNiIM2S2 ",   4,"x",1
"PartS2_Ni ","FrNiIM3S2 ",   5,"x",1
"PartS2_Ni ","FrNiPOCS2 ",   6,"x",1
"PartS2_Ni ","FrNiPHYTS2",   7,"x",1
"PartS2_Ni ","FrNiSulfS2",   8," ",1
"PartS2_Ni ","DisNiS2   ",   9,"x",1
"PartS2_Ni ","DOCNiS2   ",  10,"x",1
"PartS2_Ni ","QNiIM1S2  ",  11,"x",1
"PartS2_Ni ","QNiIM2S2  ",  12,"x",1
"PartS2_Ni ","QNiIM3S2  ",  13,"x",1
"PartS2_Ni ","QNiPOCS2  ",  14,"x",1
"PartS2_Ni ","QNiPHYTS2 ",  15,"x",1
"PartS2_Ni ","NiS2tot   ",  16,"x",1
"PartS2_Ni ","QNiDMS2   ",  17,"x",1
"PartS2_Ni ","KdNiDMS2  ",  18,"x",1
"PartS2_Pb ","FrPbDisS2 ",   1,"x",1
"PartS2_Pb ","FrPbDOCS2 ",   2,"x",1
"PartS2_Pb ","FrPbIM1S2 ",   3,"x",1
"PartS2_Pb ","FrPbIM2S2 ",   4,"x",1
"PartS2_Pb ","FrPbIM3S2 ",   5,"x",1
"PartS2_Pb ","FrPbPOCS2 ",   6,"x",1
"PartS2_Pb ","FrPbPHYTS2",   7,"x",1
"PartS2_Pb ","FrPbSulfS2",   8," ",1
"PartS2_Pb ","DisPbS2   ",   9,"x",1
"PartS2_Pb ","DOCPbS2   ",  10,"x",1
"PartS2_Pb ","QPbIM1S2  ",  11,"x",1
"PartS2_Pb ","QPbIM2S2  ",  12,"x",1
"PartS2_Pb ","QPbIM3S2  ",  13,"x",1
"PartS2_Pb ","QPbPOCS2  ",  14,"x",1
"PartS2_Pb ","QPbPHYTS2 ",  15,"x",1
"PartS2_Pb ","PbS2tot   ",  16,"x",1
"PartS2_Pb ","QPbDMS2   ",  17,"x",1
"PartS2_Pb ","KdPbDMS2  ",  18,"x",1
"PartS2_As ","FrAsDisS2 ",   1,"x",1
"PartS2_As ","FrAsDOCS2 ",   2,"x",1
"PartS2_As ","FrAsIM1S2 ",   3,"x",1
"PartS2_As ","FrAsIM2S2 ",   4,"x",1
"PartS2_As ","FrAsIM3S2 ",   5,"x",1
"PartS2_As ","FrAsPOCS2 ",   6,"x",1
"PartS2_As ","FrAsPHYTS2",   7,"x",1
"PartS2_As ","FrAsSulfS2",   8," ",1
"PartS2_As ","DisAsS2   ",   9,"x",1
"PartS2_As ","DOCAsS2   ",  10,"x",1
"PartS2_As ","QAsIM1S2  ",  11,"x",1
"PartS2_As ","QAsIM2S2  ",  12,"x",1
"PartS2_As ","QAsIM3S2  ",  13,"x",1
"PartS2_As ","QAsPOCS2  ",  14,"x",1
"PartS2_As ","QAsPHYTS2 ",  15,"x",1
"PartS2_As ","AsS2tot   ",  16,"x",1
"PartS2_As ","QAsDMS2   ",  17,"x",1
"PartS2_As ","KdAsDMS2  ",  18,"x",1
"PartS2_Va ","FrVaDisS2 ",   1,"x",1
"PartS2_Va ","FrVaDOCS2 ",   2,"x",1
"PartS2_Va ","FrVaIM1S2 ",   3,"x",1
"PartS2_Va ","FrVaIM2S2 ",   4,"x",1
"PartS2_Va ","FrVaIM3S2 ",   5,"x",1
"PartS2_Va ","FrVaPOCS2 ",   6,"x",1
"PartS2_Va ","FrVaPHYTS2",   7,"x",1
"PartS2_Va ","FrVaSulfS2",   8," ",1
"PartS2_Va ","DisVaS2   ",   9,"x",1
"PartS2_Va ","DOCVaS2   ",  10,"x",1
"PartS2_Va ","QVaIM1S2  ",  11,"x",1
"PartS2_Va ","QVaIM2S2  ",  12,"x",1
"PartS2_Va ","QVaIM3S2  ",  13,"x",1
"PartS2_Va ","QVaPOCS2  ",  14,"x",1
"PartS2_Va ","QVaPHYTS2 ",  15,"x",1
"PartS2_Va ","VaS2tot   ",  16,"x",1
"PartS2_Va ","QVaDMS2   ",  17,"x",1
"PartS2_Va ","KdVaDMS2  ",  18,"x",1
"PartS2_Zn ","FrZnDisS2 ",   1,"x",1
"PartS2_Zn ","FrZnDOCS2 ",   2,"x",1
"PartS2_Zn ","FrZnIM1S2 ",   3,"x",1
"PartS2_Zn ","FrZnIM2S2 ",   4,"x",1
"PartS2_Zn ","FrZnIM3S2 ",   5,"x",1
"PartS2_Zn ","FrZnPOCS2 ",   6,"x",1
"PartS2_Zn ","FrZnPHYTS2",   7,"x",1
"PartS2_Zn ","FrZnSulfS2",   8," ",1
"PartS2_Zn ","DisZnS2   ",   9,"x",1
"PartS2_Zn ","DOCZnS2   ",  10,"x",1
"PartS2_Zn ","QZnIM1S2  ",  11,"x",1
"PartS2_Zn ","QZnIM2S2  ",  12,"x",1
"PartS2_Zn ","QZnIM3S2  ",  13,"x",1
"PartS2_Zn ","QZnPOCS2  ",  14,"x",1
"PartS2_Zn ","QZnPHYTS2 ",  15,"x",1
"PartS2_Zn ","ZnS2tot   ",  16,"x",1
"PartS2_Zn ","QZnDMS2   ",  17,"x",1
"PartS2_Zn ","KdZnDMS2  ",  18,"x",1
"PartS1_153","Fr153DisS1",   1,"x",1
"PartS1_153","Fr153DOCS1",   2,"x",1
"PartS1_153","FrDumIM1  ",   3," ",1
"PartS1_153","FrDumIM2  ",   4," ",1
"PartS1_153","FrDumIM3  ",   5," ",1
"PartS1_153","Fr153POCS1",   6,"x",1
"PartS1_153","Fr153PHYS1",   7,"x",1
"PartS1_153","FrDumSulf ",   8," ",1
"PartS1_153","Dis153S1  ",   9,"x",1
"PartS1_153","DOC153S1  ",  10,"x",1
"PartS1_153","QDumIM1   ",  11," ",1
"PartS1_153","QDumIM2   ",  12," ",1
"PartS1_153","QDumIM3   ",  13," ",1
"PartS1_153","Q153POCS1 ",  14,"x",1
"PartS1_153","Q153PHYTS1",  15,"x",1
"PartS1_153","153S1tot  ",  16,"x",1
"PartS1_153","Q153DMS1  ",  17,"x",1
"PartS1_153","Kd153DMS1 ",  18,"x",1
"PartS1_Atr","FrAtrDisS1",   1,"x",1
"PartS1_Atr","FrAtrDOCS1",   2,"x",1
"PartS1_Atr","FrDumIM1  ",   3," ",1
"PartS1_Atr","FrDumIM2  ",   4," ",1
"PartS1_Atr","FrDumIM3  ",   5," ",1
"PartS1_Atr","FrAtrPOCS1",   6,"x",1
"PartS1_Atr","FrAtrPHYS1",   7,"x",1
"PartS1_Atr","FrDumSulf ",   8," ",1
"PartS1_Atr","DisAtrS1  ",   9,"x",1
"PartS1_Atr","DOCAtrS1  ",  10,"x",1
"PartS1_Atr","QDumIM1   ",  11," ",1
"PartS1_Atr","QDumIM2   ",  12," ",1
"PartS1_Atr","QDumIM3   ",  13," ",1
"PartS1_Atr","QAtrPOCS1 ",  14,"x",1
"PartS1_Atr","QAtrPHYTS1",  15,"x",1
"PartS1_Atr","AtrS1tot  ",  16,"x",1
"PartS1_Atr","QAtrDMS1  ",  17,"x",1
"PartS1_Atr","KdAtrDMS1 ",  18,"x",1
"PartS1_BaP","FrBaPDisS1",   1,"x",1
"PartS1_BaP","FrBaPDOCS1",   2,"x",1
"PartS1_BaP","FrDumIM1  ",   3," ",1
"PartS1_BaP","FrDumIM2  ",   4," ",1
"PartS1_BaP","FrDumIM3  ",   5," ",1
"PartS1_BaP","FrBaPPOCS1",   6,"x",1
"PartS1_BaP","FrBaPPHYS1",   7,"x",1
"PartS1_BaP","FrDumSulf ",   8," ",1
"PartS1_BaP","DisBaPS1  ",   9,"x",1
"PartS1_BaP","DOCBaPS1  ",  10,"x",1
"PartS1_BaP","QDumIM1   ",  11," ",1
"PartS1_BaP","QDumIM2   ",  12," ",1
"PartS1_BaP","QDumIM3   ",  13," ",1
"PartS1_BaP","QBaPPOCS1 ",  14,"x",1
"PartS1_BaP","QBaPPHYTS1",  15,"x",1
"PartS1_BaP","BaPS1tot  ",  16,"x",1
"PartS1_BaP","QBaPDMS1  ",  17,"x",1
"PartS1_BaP","KdBaPDMS1 ",  18,"x",1
"PartS1_Diu","FrDiuDisS1",   1,"x",1
"PartS1_Diu","FrDiuDOCS1",   2,"x",1
"PartS1_Diu","FrDumIM1  ",   3," ",1
"PartS1_Diu","FrDumIM2  ",   4," ",1
"PartS1_Diu","FrDumIM3  ",   5," ",1
"PartS1_Diu","FrDiuPOCS1",   6,"x",1
"PartS1_Diu","FrDiuPHYS1",   7,"x",1
"PartS1_Diu","FrDumSulf ",   8," ",1
"PartS1_Diu","DisDiuS1  ",   9,"x",1
"PartS1_Diu","DOCDiuS1  ",  10,"x",1
"PartS1_Diu","QDumIM1   ",  11," ",1
"PartS1_Diu","QDumIM2   ",  12," ",1
"PartS1_Diu","QDumIM3   ",  13," ",1
"PartS1_Diu","QDiuPOCS1 ",  14,"x",1
"PartS1_Diu","QDiuPHYTS1",  15,"x",1
"PartS1_Diu","DiuS1tot  ",  16,"x",1
"PartS1_Diu","QDiuDMS1  ",  17,"x",1
"PartS1_Diu","KdDiuDMS1 ",  18,"x",1
"PartS1_Flu","FrFluDisS1",   1,"x",1
"PartS1_Flu","FrFluDOCS1",   2,"x",1
"PartS1_Flu","FrDumIM1  ",   3," ",1
"PartS1_Flu","FrDumIM2  ",   4," ",1
"PartS1_Flu","FrDumIM3  ",   5," ",1
"PartS1_Flu","FrFluPOCS1",   6,"x",1
"PartS1_Flu","FrFluPHYS1",   7,"x",1
"PartS1_Flu","FrDumSulf ",   8," ",1
"PartS1_Flu","DisFluS1  ",   9,"x",1
"PartS1_Flu","DOCFluS1  ",  10,"x",1
"PartS1_Flu","QDumIM1   ",  11," ",1
"PartS1_Flu","QDumIM2   ",  12," ",1
"PartS1_Flu","QDumIM3   ",  13," ",1
"PartS1_Flu","QFluPOCS1 ",  14,"x",1
"PartS1_Flu","QFluPHYTS1",  15,"x",1
"PartS1_Flu","FluS1tot  ",  16,"x",1
"PartS1_Flu","QFluDMS1  ",  17,"x",1
"PartS1_Flu","KdFluDMS1 ",  18,"x",1
"PartS1_HCB","FrHCBDisS1",   1,"x",1
"PartS1_HCB","FrHCBDOCS1",   2,"x",1
"PartS1_HCB","FrDumIM1  ",   3," ",1
"PartS1_HCB","FrDumIM2  ",   4," ",1
"PartS1_HCB","FrDumIM3  ",   5," ",1
"PartS1_HCB","FrHCBPOCS1",   6,"x",1
"PartS1_HCB","FrHCBPHYS1",   7,"x",1
"PartS1_HCB","FrDumSulf ",   8," ",1
"PartS1_HCB","DisHCBS1  ",   9,"x",1
"PartS1_HCB","DOCHCBS1  ",  10,"x",1
"PartS1_HCB","QDumIM1   ",  11," ",1
"PartS1_HCB","QDumIM2   ",  12," ",1
"PartS1_HCB","QDumIM3   ",  13," ",1
"PartS1_HCB","QHCBPOCS1 ",  14,"x",1
"PartS1_HCB","QHCBPHYTS1",  15,"x",1
"PartS1_HCB","HCBS1tot  ",  16,"x",1
"PartS1_HCB","QHCBDMS1  ",  17,"x",1
"PartS1_HCB","KdHCBDMS1 ",  18,"x",1
"PartS1_HCH","FrHCHDisS1",   1,"x",1
"PartS1_HCH","FrHCHDOCS1",   2,"x",1
"PartS1_HCH","FrDumIM1  ",   3," ",1
"PartS1_HCH","FrDumIM2  ",   4," ",1
"PartS1_HCH","FrDumIM3  ",   5," ",1
"PartS1_HCH","FrHCHPOCS1",   6,"x",1
"PartS1_HCH","FrHCHPHYS1",   7,"x",1
"PartS1_HCH","FrDumSulf ",   8," ",1
"PartS1_HCH","DisHCHS1  ",   9,"x",1
"PartS1_HCH","DOCHCHS1  ",  10,"x",1
"PartS1_HCH","QDumIM1   ",  11," ",1
"PartS1_HCH","QDumIM2   ",  12," ",1
"PartS1_HCH","QDumIM3   ",  13," ",1
"PartS1_HCH","QHCHPOCS1 ",  14,"x",1
"PartS1_HCH","QHCHPHYTS1",  15,"x",1
"PartS1_HCH","HCHS1tot  ",  16,"x",1
"PartS1_HCH","QHCHDMS1  ",  17,"x",1
"PartS1_HCH","KdHCHDMS1 ",  18,"x",1
"PartS1_Mef","FrMefDisS1",   1,"x",1
"PartS1_Mef","FrMefDOCS1",   2,"x",1
"PartS1_Mef","FrDumIM1  ",   3," ",1
"PartS1_Mef","FrDumIM2  ",   4," ",1
"PartS1_Mef","FrDumIM3  ",   5," ",1
"PartS1_Mef","FrMefPOCS1",   6,"x",1
"PartS1_Mef","FrMefPHYS1",   7,"x",1
"PartS1_Mef","FrDumSulf ",   8," ",1
"PartS1_Mef","DisMefS1  ",   9,"x",1
"PartS1_Mef","DOCMefS1  ",  10,"x",1
"PartS1_Mef","QDumIM1   ",  11," ",1
"PartS1_Mef","QDumIM2   ",  12," ",1
"PartS1_Mef","QDumIM3   ",  13," ",1
"PartS1_Mef","QMefPOCS1 ",  14,"x",1
"PartS1_Mef","QMefPHYTS1",  15,"x",1
"PartS1_Mef","MefS1tot  ",  16,"x",1
"PartS1_Mef","QMefDMS1  ",  17,"x",1
"PartS1_Mef","KdMefDMS1 ",  18,"x",1
"PartS2_153","Fr153DisS2",   1,"x",1
"PartS2_153","Fr153DOCS2",   2,"x",1
"PartS2_153","FrDumIM1  ",   3," ",1
"PartS2_153","FrDumIM2  ",   4," ",1
"PartS2_153","FrDumIM3  ",   5," ",1
"PartS2_153","Fr153POCS2",   6,"x",1
"PartS2_153","Fr153PHYS2",   7,"x",1
"PartS2_153","FrDumSulf ",   8," ",1
"PartS2_153","Dis153S2  ",   9,"x",1
"PartS2_153","DOC153S2  ",  10,"x",1
"PartS2_153","QDumIM1   ",  11," ",1
"PartS2_153","QDumIM2   ",  12," ",1
"PartS2_153","QDumIM3   ",  13," ",1
"PartS2_153","Q153POCS2 ",  14,"x",1
"PartS2_153","Q153PHYTS2",  15,"x",1
"PartS2_153","153S2tot  ",  16,"x",1
"PartS2_153","Q153DMS2  ",  17,"x",1
"PartS2_153","Kd153DMS2 ",  18,"x",1
"PartS2_Atr","FrAtrDisS2",   1,"x",1
"PartS2_Atr","FrAtrDOCS2",   2,"x",1
"PartS2_Atr","FrDumIM1  ",   3," ",1
"PartS2_Atr","FrDumIM2  ",   4," ",1
"PartS2_Atr","FrDumIM3  ",   5," ",1
"PartS2_Atr","FrAtrPOCS2",   6,"x",1
"PartS2_Atr","FrAtrPHYS2",   7,"x",1
"PartS2_Atr","FrDumSulf ",   8," ",1
"PartS2_Atr","DisAtrS2  ",   9,"x",1
"PartS2_Atr","DOCAtrS2  ",  10,"x",1
"PartS2_Atr","QDumIM1   ",  11," ",1
"PartS2_Atr","QDumIM2   ",  12," ",1
"PartS2_Atr","QDumIM3   ",  13," ",1
"PartS2_Atr","QAtrPOCS2 ",  14,"x",1
"PartS2_Atr","QAtrPHYTS2",  15,"x",1
"PartS2_Atr","AtrS2tot  ",  16,"x",1
"PartS2_Atr","QAtrDMS2  ",  17,"x",1
"PartS2_Atr","KdAtrDMS2 ",  18,"x",1
"PartS2_BaP","FrBaPDisS2",   1,"x",1
"PartS2_BaP","FrBaPDOCS2",   2,"x",1
"PartS2_BaP","FrDumIM1  ",   3," ",1
"PartS2_BaP","FrDumIM2  ",   4," ",1
"PartS2_BaP","FrDumIM3  ",   5," ",1
"PartS2_BaP","FrBaPPOCS2",   6,"x",1
"PartS2_BaP","FrBaPPHYS2",   7,"x",1
"PartS2_BaP","FrDumSulf ",   8," ",1
"PartS2_BaP","DisBaPS2  ",   9,"x",1
"PartS2_BaP","DOCBaPS2  ",  10,"x",1
"PartS2_BaP","QDumIM1   ",  11," ",1
"PartS2_BaP","QDumIM2   ",  12," ",1
"PartS2_BaP","QDumIM3   ",  13," ",1
"PartS2_BaP","QBaPPOCS2 ",  14,"x",1
"PartS2_BaP","QBaPPHYTS2",  15,"x",1
"PartS2_BaP","BaPS2tot  ",  16,"x",1
"PartS2_BaP","QBaPDMS2  ",  17,"x",1
"PartS2_BaP","KdBaPDMS2 ",  18,"x",1
"PartS2_Diu","FrDiuDisS2",   1,"x",1
"PartS2_Diu","FrDiuDOCS2",   2,"x",1
"PartS2_Diu","FrDumIM1  ",   3," ",1
"PartS2_Diu","FrDumIM2  ",   4," ",1
"PartS2_Diu","FrDumIM3  ",   5," ",1
"PartS2_Diu","FrDiuPOCS2",   6,"x",1
"PartS2_Diu","FrDiuPHYS2",   7,"x",1
"PartS2_Diu","FrDumSulf ",   8," ",1
"PartS2_Diu","DisDiuS2  ",   9,"x",1
"PartS2_Diu","DOCDiuS2  ",  10,"x",1
"PartS2_Diu","QDumIM1   ",  11," ",1
"PartS2_Diu","QDumIM2   ",  12," ",1
"PartS2_Diu","QDumIM3   ",  13," ",1
"PartS2_Diu","QDiuPOCS2 ",  14,"x",1
"PartS2_Diu","QDiuPHYTS2",  15,"x",1
"PartS2_Diu","DiuS2tot  ",  16,"x",1
"PartS2_Diu","QDiuDMS2  ",  17,"x",1
"PartS2_Diu","KdDiuDMS2 ",  18,"x",1
"PartS2_Flu","FrFluDisS2",   1,"x",1
"PartS2_Flu","FrFluDOCS2",   2,"x",1
"PartS2_Flu","FrDumIM1  ",   3," ",1
"PartS2_Flu","FrDumIM2  ",   4," ",1
"PartS2_Flu","FrDumIM3  ",   5," ",1
"PartS2_Flu","FrFluPOCS2",   6,"x",1
"PartS2_Flu","FrFluPHYS2",   7,"x",1
"PartS2_Flu","FrDumSulf ",   8," ",1
"PartS2_Flu","DisFluS2  ",   9,"x",1
"PartS2_Flu","DOCFluS2  ",  10,"x",1
"PartS2_Flu","QDumIM1   ",  11," ",1
"PartS2_Flu","QDumIM2   ",  12," ",1
"PartS2_Flu","QDumIM3   ",  13," ",1
"PartS2_Flu","QFluPOCS2 ",  14,"x",1
"PartS2_Flu","QFluPHYTS2",  15,"x",1
"PartS2_Flu","FluS2tot  ",  16,"x",1
"PartS2_Flu","QFluDMS2  ",  17,"x",1
"PartS2_Flu","KdFluDMS2 ",  18,"x",1
"PartS2_HCB","FrHCBDisS2",   1,"x",1
"PartS2_HCB","FrHCBDOCS2",   2,"x",1
"PartS2_HCB","FrDumIM1  ",   3," ",1
"PartS2_HCB","FrDumIM2  ",   4," ",1
"PartS2_HCB","FrDumIM3  ",   5," ",1
"PartS2_HCB","FrHCBPOCS2",   6,"x",1
"PartS2_HCB","FrHCBPHYS2",   7,"x",1
"PartS2_HCB","FrDumSulf ",   8," ",1
"PartS2_HCB","DisHCBS2  ",   9,"x",1
"PartS2_HCB","DOCHCBS2  ",  10,"x",1
"PartS2_HCB","QDumIM1   ",  11," ",1
"PartS2_HCB","QDumIM2   ",  12," ",1
"PartS2_HCB","QDumIM3   ",  13," ",1
"PartS2_HCB","QHCBPOCS2 ",  14,"x",1
"PartS2_HCB","QHCBPHYTS2",  15,"x",1
"PartS2_HCB","HCBS2tot  ",  16,"x",1
"PartS2_HCB","QHCBDMS2  ",  17,"x",1
"PartS2_HCB","KdHCBDMS2 ",  18,"x",1
"PartS2_HCH","FrHCHDisS2",   1,"x",1
"PartS2_HCH","FrHCHDOCS2",   2,"x",1
"PartS2_HCH","FrDumIM1  ",   3," ",1
"PartS2_HCH","FrDumIM2  ",   4," ",1
"PartS2_HCH","FrDumIM3  ",   5," ",1
"PartS2_HCH","FrHCHPOCS2",   6,"x",1
"PartS2_HCH","FrHCHPHYS2",   7,"x",1
"PartS2_HCH","FrDumSulf ",   8," ",1
"PartS2_HCH","DisHCHS2  ",   9,"x",1
"PartS2_HCH","DOCHCHS2  ",  10,"x",1
"PartS2_HCH","QDumIM1   ",  11," ",1
"PartS2_HCH","QDumIM2   ",  12," ",1
"PartS2_HCH","QDumIM3   ",  13," ",1
"PartS2_HCH","QHCHPOCS2 ",  14,"x",1
"PartS2_HCH","QHCHPHYTS2",  15,"x",1
"PartS2_HCH","HCHS2tot  ",  16,"x",1
"PartS2_HCH","QHCHDMS2  ",  17,"x",1
"PartS2_HCH","KdHCHDMS2 ",  18,"x",1
"PartS2_Mef","FrMefDisS2",   1,"x",1
"PartS2_Mef","FrMefDOCS2",   2,"x",1
"PartS2_Mef","FrDumIM1  ",   3," ",1
"PartS2_Mef","FrDumIM2  ",   4," ",1
"PartS2_Mef","FrDumIM3  ",   5," ",1
"PartS2_Mef","FrMefPOCS2",   6,"x",1
"PartS2_Mef","FrMefPHYS2",   7,"x",1
"PartS2_Mef","FrDumSulf ",   8," ",1
"PartS2_Mef","DisMefS2  ",   9,"x",1
"PartS2_Mef","DOCMefS2  ",  10,"x",1
