outppr,outpit,outpnm,outpdo,outpsx
"MACNUTSM05","MnTempSM05",  15,"x",1
"MacroPhyt1","EM01M2    ",   1,"x",1
"MacroPhyt1","SM01M2    ",   2,"x",1
"MacroPhyt1","RH01M2    ",   3,"x",1
"MacroPhyt1","LimNH4EM01",   4,"x",1
"MacroPhyt1","LimNO3EM01",   5,"x",1
"MacroPhyt1","LimPO4EM01",   6,"x",1
"MacroPhyt1","LimNutEM01",   7,"x",1
"MacroPhyt1","LimCO2SM01",   8,"x",1
"MacroPhyt1","LimDLEM01 ",   9,"x",1
"MacroPhyt1","LimDLSM01 ",  10,"x",1
"MacroPhyt1","LimTEM01  ",  11,"x",1
"MacroPhyt1","LimTSM01  ",  12,"x",1
"MacroPhyt2","EM02M2    ",   1,"x",1
"MacroPhyt2","SM02M2    ",   2,"x",1
"MacroPhyt2","RH02M2    ",   3,"x",1
"MacroPhyt2","LimNH4EM02",   4,"x",1
"MacroPhyt2","LimNO3EM02",   5,"x",1
"MacroPhyt2","LimPO4EM02",   6,"x",1
"MacroPhyt2","LimNutEM02",   7,"x",1
"MacroPhyt2","LimCO2SM02",   8,"x",1
"MacroPhyt2","LimDLEM02 ",   9,"x",1
"MacroPhyt2","LimDLSM02 ",  10,"x",1
"MacroPhyt2","LimTEM02  ",  11,"x",1
"MacroPhyt2","LimTSM02  ",  12,"x",1
"MacroPhyt3","EM03M2    ",   1,"x",1
"MacroPhyt3","SM03M2    ",   2,"x",1
"MacroPhyt3","RH03M2    ",   3,"x",1
"MacroPhyt3","LimNH4EM03",   4,"x",1
"MacroPhyt3","LimNO3EM03",   5,"x",1
"MacroPhyt3","LimPO4EM03",   6,"x",1
"MacroPhyt3","LimNutEM03",   7,"x",1
"MacroPhyt3","LimCO2SM03",   8,"x",1
"MacroPhyt3","LimDLEM03 ",   9,"x",1
"MacroPhyt3","LimDLSM03 ",  10,"x",1
"MacroPhyt3","LimTEM03  ",  11,"x",1
"MacroPhyt3","LimTSM03  ",  12,"x",1
"MacroPhyt4","EM04M2    ",   1,"x",1
"MacroPhyt4","SM04M2    ",   2,"x",1
"MacroPhyt4","RH04M2    ",   3,"x",1
"MacroPhyt4","LimNH4EM04",   4,"x",1
"MacroPhyt4","LimNO3EM04",   5,"x",1
"MacroPhyt4","LimPO4EM04",   6,"x",1
"MacroPhyt4","LimNutEM04",   7,"x",1
"MacroPhyt4","LimCO2SM04",   8,"x",1
"MacroPhyt4","LimDLEM04 ",   9,"x",1
"MacroPhyt4","LimDLSM04 ",  10,"x",1
"MacroPhyt4","LimTEM04  ",  11,"x",1
"MacroPhyt4","LimTSM04  ",  12,"x",1
"MacroPhyt5","EM05M2    ",   1,"x",1
"MacroPhyt5","SM05M2    ",   2,"x",1
"MacroPhyt5","RH05M2    ",   3,"x",1
"MacroPhyt5","LimNH4EM05",   4,"x",1
"MacroPhyt5","LimNO3EM05",   5,"x",1
"MacroPhyt5","LimPO4EM05",   6,"x",1
"MacroPhyt5","LimNutEM05",   7,"x",1
"MacroPhyt5","LimCO2SM05",   8,"x",1
"MacroPhyt5","LimDLEM05 ",   9,"x",1
"MacroPhyt5","LimDLSM05 ",  10,"x",1
"MacroPhyt5","LimTEM05  ",  11,"x",1
"MacroPhyt5","LimTSM05  ",  12,"x",1
"DEBGRZ_M  ","M_TotBiom ",   1,"x",1
"DEBGRZ_M  ","M_Biomass ",   2,"x",1
"DEBGRZ_M  ","M_TotAFDW ",   3,"x",1
"DEBGRZ_M  ","M_AFDW    ",   4,"x",1
"DEBGRZ_M  ","M_TotWW   ",   5,"x",1
"DEBGRZ_M  ","M_WW      ",   6,"x",1
"DEBGRZ_M  ","M_WWind   ",   7,"x",1
"DEBGRZ_M  ","M_Vind    ",   8,"x",1
"DEBGRZ_M  ","M_Eind    ",   9,"x",1
"DEBGRZ_M  ","M_Rind    ",  10,"x",1
"DEBGRZ_M  ","M_Length  ",  11,"x",1
"DEBGRZ_M  ","M_GSI     ",  12,"x",1
"DEBGRZ_M  ","M_Escaled ",  13,"x",1
"DEBGRZ_M  ","M_Harvst  ",  14,"x",1
"DEBGRZ_M  ","M_Spawn   ",  15,"x",1
"DEBGRZ_M  ","M_GrossGr ",  16,"x",1
"DEBGRZ_M  ","M_NetGr   ",  17,"x",1
"DEBGRZ_M  ","M_Nind    ",  18,"x",1
"DEBGRZ_M  ","M_Cbal    ",  19,"x",1
"DEBGRZ_M  ","M_Nbal    ",  20,"x",1
"DEBGRZ_M  ","M_Pbal    ",  21,"x",1
"DEBGRZ_M  ","M_DoSpawn ",  22,"x",1
"DEBGRZ_Z  ","Z_TotBiom ",   1,"x",1
"DEBGRZ_Z  ","Z_Bio     ",   2,"x",1
"DEBGRZ_Z  ","Z_TotAFDW ",   3,"x",1
"DEBGRZ_Z  ","Z_AFDW    ",   4,"x",1
"DEBGRZ_Z  ","Z_TotWW   ",   5,"x",1
"DEBGRZ_Z  ","Z_WW      ",   6,"x",1
"DEBGRZ_Z  ","Z_WWind   ",   7,"x",1
"DEBGRZ_Z  ","Z_Vind    ",   8,"x",1
"DEBGRZ_Z  ","Z_Eind    ",   9,"x",1
"DEBGRZ_Z  ","Z_Rind    ",  10,"x",1
"DEBGRZ_Z  ","Z_Length  ",  11,"x",1
"DEBGRZ_Z  ","Z_GSI     ",  12,"x",1
"DEBGRZ_Z  ","Z_Escaled ",  13,"x",1
"DEBGRZ_Z  ","Z_Harvst  ",  14,"x",1
"DEBGRZ_Z  ","Z_Spawn   ",  15,"x",1
"DEBGRZ_Z  ","Z_GrossGr ",  16,"x",1
"DEBGRZ_Z  ","Z_NetGr   ",  17,"x",1
"DEBGRZ_Z  ","Z_Nind    ",  18,"x",1
"DEBGRZ_Z  ","Z_Cbal    ",  19,"x",1
"DEBGRZ_Z  ","Z_Nbal    ",  20,"x",1
"DEBGRZ_Z  ","Z_Pbal    ",  21,"x",1
"DEBGRZ_Z  ","Z_DoSpawn ",  22,"x",1
"DEBGRZ_G3 ","G3_TotBiom",   1,"x",1
"DEBGRZ_G3 ","G3_Biomass",   2,"x",1
"DEBGRZ_G3 ","G3_TotAFDW",   3,"x",1
"DEBGRZ_G3 ","G3_AFDW   ",   4,"x",1
"DEBGRZ_G3 ","G3_TotWW  ",   5,"x",1
"DEBGRZ_G3 ","G3_WW     ",   6,"x",1
"DEBGRZ_G3 ","G3_WWind  ",   7,"x",1
"DEBGRZ_G3 ","G3_Vind   ",   8,"x",1
"DEBGRZ_G3 ","G3_Eind   ",   9,"x",1
"DEBGRZ_G3 ","G3_Rind   ",  10,"x",1
"DEBGRZ_G3 ","G3_Length ",  11,"x",1
"DEBGRZ_G3 ","G3_GSI    ",  12,"x",1
"DEBGRZ_G3 ","G3_Escaled",  13,"x",1
"DEBGRZ_G3 ","G3_Harvst ",  14,"x",1
"DEBGRZ_G3 ","G3_Spawn  ",  15,"x",1
"DEBGRZ_G3 ","G3_GrossGr",  16,"x",1
"DEBGRZ_G3 ","G3_NetGr  ",  17,"x",1
"DEBGRZ_G3 ","G3_Nind   ",  18,"x",1
"DEBGRZ_G3 ","G3_Cbal   ",  19,"x",1
"DEBGRZ_G3 ","G3_Nbal   ",  20,"x",1
"DEBGRZ_G3 ","G3_Pbal   ",  21,"x",1
"DEBGRZ_G3 ","G3_DoSpawn",  22,"x",1
"DEBGRZ_G4 ","G4_TotBiom",   1,"x",1
"DEBGRZ_G4 ","G4_Biomass",   2,"x",1
"DEBGRZ_G4 ","G4_TotAFDW",   3,"x",1
"DEBGRZ_G4 ","G4_AFDW   ",   4,"x",1
"DEBGRZ_G4 ","G4_TotWW  ",   5,"x",1
"DEBGRZ_G4 ","G4_WW     ",   6,"x",1
"DEBGRZ_G4 ","G4_WWind  ",   7,"x",1
"DEBGRZ_G4 ","G4_Vind   ",   8,"x",1
"DEBGRZ_G4 ","G4_Eind   ",   9,"x",1
"DEBGRZ_G4 ","G4_Rind   ",  10,"x",1
"DEBGRZ_G4 ","G4_Length ",  11,"x",1
"DEBGRZ_G4 ","G4_GSI    ",  12,"x",1
"DEBGRZ_G4 ","G4_Escaled",  13,"x",1
"DEBGRZ_G4 ","G4_Harvst ",  14,"x",1
"DEBGRZ_G4 ","G4_Spawn  ",  15,"x",1
"DEBGRZ_G4 ","G4_GrossGr",  16,"x",1
"DEBGRZ_G4 ","G4_NetGr  ",  17,"x",1
"DEBGRZ_G4 ","G4_Nind   ",  18,"x",1
"DEBGRZ_G4 ","G4_Cbal   ",  19,"x",1
"DEBGRZ_G4 ","G4_Nbal   ",  20,"x",1
"DEBGRZ_G4 ","G4_Pbal   ",  21,"x",1
"DEBGRZ_G4 ","G4_DoSpawn",  22,"x",1
"DEBGRZ_G5 ","G5_TotBiom",   1,"x",1
"DEBGRZ_G5 ","G5_Biomass",   2,"x",1
"DEBGRZ_G5 ","G5_TotAFDW",   3,"x",1
"DEBGRZ_G5 ","G5_AFDW   ",   4,"x",1
"DEBGRZ_G5 ","G5_TotWW  ",   5,"x",1
"DEBGRZ_G5 ","G5_WW     ",   6,"x",1
"DEBGRZ_G5 ","G5_WWind  ",   7,"x",1
"DEBGRZ_G5 ","G5_Vind   ",   8,"x",1
"DEBGRZ_G5 ","G5_Eind   ",   9,"x",1
"DEBGRZ_G5 ","G5_Rind   ",  10,"x",1
"DEBGRZ_G5 ","G5_Length ",  11,"x",1
"DEBGRZ_G5 ","G5_GSI    ",  12,"x",1
"DEBGRZ_G5 ","G5_Escaled",  13,"x",1
"DEBGRZ_G5 ","G5_Harvst ",  14,"x",1
"DEBGRZ_G5 ","G5_Spawn  ",  15,"x",1
"DEBGRZ_G5 ","G5_GrossGr",  16,"x",1
"DEBGRZ_G5 ","G5_NetGr  ",  17,"x",1
"DEBGRZ_G5 ","G5_Nind   ",  18,"x",1
"DEBGRZ_G5 ","G5_Cbal   ",  19,"x",1
"DEBGRZ_G5 ","G5_Nbal   ",  20,"x",1
"DEBGRZ_G5 ","G5_Pbal   ",  21,"x",1
"DEBGRZ_G5 ","G5_DoSpawn",  22,"x",1
"IM_Floceq ","SPMratioem",   1,"x",1
"AttribOut ","Attribute ",   1,"x",1
"CalTemp   ","Temp      ",   1,"x",1
"TEO       ","WLC_seg_Q ",   1,"x",1
"TEO       ","WLC_seg_A ",   2,"x",1
"TEO       ","WLCa_seg_Q",   3,"x",1
"TEO       ","WLCa_seg_A",   4,"x",1
"TEO       ","dTWLC     ",   5,"x",1
"TEO       ","dTWLCa    ",   6,"x",1
"TEO       ","WLC_seg   ",   7,"x",1
"TEO       ","WLCa_seg  ",   8,"x",1
"TEO       ","WOC_seg_Q ",   9,"x",1
"TEO       ","WOC_seg_A ",  10,"x",1
"TEO       ","WOCa_seg_Q",  11,"x",1
"TEO       ","WOCa_seg_A",  12,"x",1
"TEO       ","dTWOC     ",  13,"x",1
"TEO       ","dTWOCa    ",  14,"x",1
"TEO       ","WOC_seg   ",  15,"x",1
"TEO       ","WOCa_seg  ",  16,"x",1
"TEO       ","KOC_seg_Q ",  17,"x",1
"TEO       ","KOC_seg_A ",  18,"x",1
"TEO       ","KOCa_seg_Q",  19,"x",1
"TEO       ","KOCa_seg_A",  20,"x",1
"TEO       ","dTKOC     ",  21,"x",1
"TEO       ","dTKOCa    ",  22,"x",1
"TEO       ","KOC_seg   ",  23,"x",1
"TEO       ","KOCa_seg  ",  24,"x",1
"TEO       ","FlowSegVel",  25,"x",1
"TEO       ","FlowSegAbs",  26,"x",1
"Virus1Mrt ","MrtToVir1 ",   1,"x",1
"Virus1Mrt ","MrtRaVir1 ",   2,"x",1
"Virus2Mrt ","MrtToVir2 ",   1,"x",1
"Virus2Mrt ","MrtRaVir2 ",   2,"x",1
"Virus3Mrt ","MrtToVir3 ",   1,"x",1
"Virus3Mrt ","MrtRaVir3 ",   2,"x",1
"Vir1S1Mrt ","MrtToVi1S1",   1,"x",1
"Vir1S1Mrt ","MrtRaVi1S1",   2,"x",1
"Vir2S1Mrt ","MrtToVi2S1",   1,"x",1
"Vir2S1Mrt ","MrtRaVi2S1",   2,"x",1
"Vir3S1Mrt ","MrtToVi3S1",   1,"x",1
"Vir3S1Mrt ","MrtRaVi3S1",   2,"x",1
"PartWKVir1","FrVir1Dis ",   1,"x",1
"PartWKVir1","FrVir1DOC ",   2,"x",1
"PartWKVir1","FrVir1IM1 ",   3," ",1
"PartWKVir1","FrVir1IM2 ",   4," ",1
"PartWKVir1","FrVir1IM3 ",   5," ",1
"PartWKVir1","FrVir1POC ",   6,"x",1
"PartWKVir1","FrVir1PHYT",   7,"x",1
"PartWKVir1","FrDumSulf ",   8," ",1
"PartWKVir1","DisVirus1 ",   9,"x",1
"PartWKVir1","DOCVirus1 ",  10,"x",1
"PartWKVir1","QVir1IM1  ",  11," ",1
"PartWKVir1","QVir1IM2  ",  12," ",1
"PartWKVir1","QVir1IM3  ",  13," ",1
"PartWKVir1","QVir1POC  ",  14,"x",1
"PartWKVir1","QVir1PHYT ",  15,"x",1
"PartWKVir1","Virus1tot ",  16,"x",1
"PartWKVir1","QVirus1SS ",  17,"x",1
"PartWKVir1","KdVirus1SS",  18,"x",1
"PartWKVir2","FrVir2Dis ",   1,"x",1
"PartWKVir2","FrVir2DOC ",   2,"x",1
"PartWKVir2","FrVir2IM1 ",   3," ",1
"PartWKVir2","FrVir2IM2 ",   4," ",1
"PartWKVir2","FrVir2IM3 ",   5," ",1
"PartWKVir2","FrVir2POC ",   6,"x",1
"PartWKVir2","FrVir2PHYT",   7,"x",1
"PartWKVir2","FrDumSulf ",   8," ",1
"PartWKVir2","DisVirus2 ",   9,"x",1
"PartWKVir2","DOCVirus2 ",  10,"x",1
"PartWKVir2","QVir2IM1  ",  11," ",1
"PartWKVir2","QVir2IM2  ",  12," ",1
"PartWKVir2","QVir2IM3  ",  13," ",1
"PartWKVir2","QVir2POC  ",  14,"x",1
"PartWKVir2","QVir2PHYT ",  15,"x",1
"PartWKVir2","Virus2tot ",  16,"x",1
"PartWKVir2","QVirus2SS ",  17,"x",1
"PartWKVir2","KdVirus2SS",  18,"x",1
"PartWKVir3","FrVir3Dis ",   1,"x",1
"PartWKVir3","FrVir3DOC ",   2,"x",1
"PartWKVir3","FrVir3IM1 ",   3," ",1
"PartWKVir3","FrVir3IM2 ",   4," ",1
"PartWKVir3","FrVir3IM3 ",   5," ",1
"PartWKVir3","FrVir3POC ",   6,"x",1
"PartWKVir3","FrVir23HYT",   7,"x",1
"PartWKVir3","FrDumSulf ",   8," ",1
"PartWKVir3","DisVirus3 ",   9,"x",1
"PartWKVir3","DOCVirus3 ",  10,"x",1
"PartWKVir3","QVir3IM1  ",  11," ",1
"PartWKVir3","QVir3IM2  ",  12," ",1
"PartWKVir3","QVir3IM3  ",  13," ",1
"PartWKVir3","QVir3POC  ",  14,"x",1
"PartWKVir3","QVir3PHYT ",  15,"x",1
"PartWKVir3","Virus3tot ",  16,"x",1
"PartWKVir3","QVirus3SS ",  17,"x",1
"PartWKVir3","KdVirus3SS",  18,"x",1
"PartS1Vir1","FrVir1DS1 ",   1,"x",1
"PartS1Vir1","FrVir1DOS1",   2,"x",1
"PartS1Vir1","FrVir1IM1S",   3," ",1
"PartS1Vir1","FrVir1IM2S",   4," ",1
"PartS1Vir1","FrVir1IM3S",   5," ",1
"PartS1Vir1","FrVir1POS1",   6,"x",1
"PartS1Vir1","FrVir1PHS1",   7,"x",1
"PartS1Vir1","FrDumSulf ",   8," ",1
"PartS1Vir1","DisVir1S1 ",   9,"x",1
"PartS1Vir1","DOCVir1S1 ",  10,"x",1
"PartS1Vir1","QVir1IM1S1",  11," ",1
"PartS1Vir1","QVir1IM2S1",  12," ",1
"PartS1Vir1","QVir1IM3S1",  13," ",1
"PartS1Vir1","QVir1POCS1",  14,"x",1
"PartS1Vir1","QVir1PHYS1",  15,"x",1
"PartS1Vir1","Vir1S1tot ",  16,"x",1
"PartS1Vir1","QVir1DMS1 ",  17,"x",1
"PartS1Vir1","KdVir1DMS1",  18,"x",1
"PartS1Vir2","FrVir2DS1 ",   1,"x",1
"PartS1Vir2","FrVir2DOS1",   2,"x",1
"PartS1Vir2","FrVir2IM1S",   3," ",1
"PartS1Vir2","FrVir2IM2S",   4," ",1
"PartS1Vir2","FrVir2IM3S",   5," ",1
"PartS1Vir2","FrVir2POS1",   6,"x",1
"PartS1Vir2","FrVir2PHS1",   7,"x",1
"PartS1Vir2","FrDumSulf ",   8," ",1
"PartS1Vir2","DisVir2S1 ",   9,"x",1
"PartS1Vir2","DOCVir2S1 ",  10,"x",1
"PartS1Vir2","QVir2IM1S1",  11," ",1
"PartS1Vir2","QVir2IM2S1",  12," ",1
"PartS1Vir2","QVir2IM3S1",  13," ",1
"PartS1Vir2","QVir2POCS1",  14,"x",1
"PartS1Vir2","QVir2PHYS1",  15,"x",1
"PartS1Vir2","Vir2S1tot ",  16,"x",1
"PartS1Vir2","QVir2DMS1 ",  17,"x",1
"PartS1Vir2","KdVir2DMS1",  18,"x",1
"PartS1Vir3","FrVir3DS1 ",   1,"x",1
"PartS1Vir3","FrVir3DOS1",   2,"x",1
"PartS1Vir3","FrVir3IM1S",   3," ",1
"PartS1Vir3","FrVir3IM2S",   4," ",1
"PartS1Vir3","FrVir3IM3S",   5," ",1
"PartS1Vir3","FrVir3POS1",   6,"x",1
"PartS1Vir3","FrVir3PHS1",   7,"x",1
"PartS1Vir3","FrDumSulf ",   8," ",1
"PartS1Vir3","DisVir3S1 ",   9,"x",1
"PartS1Vir3","DOCVir3S1 ",  10,"x",1
"PartS1Vir3","QVir3IM1S1",  11," ",1
"PartS1Vir3","QVir3IM2S1",  12," ",1
"PartS1Vir3","QVir3IM3S1",  13," ",1
"PartS1Vir3","QVir3POCS1",  14,"x",1
"PartS1Vir3","QVir3PHYS1",  15,"x",1
"PartS1Vir3","Vir3S1tot ",  16,"x",1
"PartS1Vir3","QVir3DMS1 ",  17,"x",1
"PartS1Vir3","KdVir3DMS1",  18,"x",1
"Sed_Virus1","fSedVir1S1",   1,"x",1
"Sed_Virus1","fSedVir1S2",   2," ",1
"Sed_Virus1","VxSedVir1 ",   3,"x",0
"Sed_Virus2","fSedVir2S1",   1,"x",1
"Sed_Virus2","fSedVir2S2",   2," ",1
"Sed_Virus2","VxSedVir2 ",   3,"x",0
"Sed_Virus3","fSedVir3S1",   1,"x",1
"Sed_Virus3","fSedVir3S2",   2," ",1
"Sed_Virus3","VxSedVir3 ",   3,"x",0
"DELWAQG   ","Sc_CH4    ",   1," ",1
"DELWAQG   ","Sc_DOC    ",   2," ",1
"DELWAQG   ","Sc_DON    ",   3," ",1
"DELWAQG   ","Sc_DOP    ",   4," ",1
"DELWAQG   ","Sc_DOS    ",   5," ",1
"DELWAQG   ","Sc_NH4    ",   6," ",1
"DELWAQG   ","Sc_NO3    ",   7," ",1
"DELWAQG   ","Sc_OXY    ",   8," ",1
"DELWAQG   ","Sc_PO4    ",   9," ",1
"DELWAQG   ","Sc_Si     ",  10," ",1
"DELWAQG   ","Sc_SO4    ",  11," ",1
"DELWAQG   ","Sc_SUD    ",  12," ",1
"DELWAQG   ","Sc_AAP    ",  13," ",1
"DELWAQG   ","Sc_APATP  ",  14," ",1
"DELWAQG   ","Sc_FeIIIpa",  15," ",1
"DELWAQG   ","Sc_Opal   ",  16," ",1
"DELWAQG   ","Sc_POC1   ",  17," ",1
"DELWAQG   ","Sc_POC2   ",  18," ",1
"DELWAQG   ","Sc_POC3   ",  19," ",1
"DELWAQG   ","Sc_POC4   ",  20," ",1
"DELWAQG   ","Sc_PON1   ",  21," ",1
"DELWAQG   ","Sc_PON2   ",  22," ",1
"DELWAQG   ","Sc_PON3   ",  23," ",1
"DELWAQG   ","Sc_PON4   ",  24," ",1
"DELWAQG   ","Sc_POP1   ",  25," ",1
"DELWAQG   ","Sc_POP2   ",  26," ",1
"DELWAQG   ","Sc_POP3   ",  27," ",1
"DELWAQG   ","Sc_POP4   ",  28," ",1
"DELWAQG   ","Sc_POS1   ",  29," ",1
"DELWAQG   ","Sc_POS2   ",  30," ",1
"DELWAQG   ","Sc_POS3   ",  31," ",1
"DELWAQG   ","Sc_POS4   ",  32," ",1
"DELWAQG   ","Sc_SUP    ",  33," ",1
"DELWAQG   ","Sc_VIVP   ",  34," ",1
"MPBNUT    ","NH4S1     ",   1,"x",1
"MPBNUT    ","NO3S1     ",   2,"x",1
"MPBNUT    ","PO4S1     ",   3,"x",1
"MPBNUT    ","SiS1      ",   4,"x",1
"MPB1Temp  ","MPB1ftmp  ",   1,"x",1
"MPB1Temp  ","WSMPB1ftmp",   2," ",1
"MPB2Temp  ","MPB2ftmp  ",   1,"x",1
"MPB2Temp  ","WSMPB2ftmp",   2," ",1
"MPB1LLim  ","MPB1flt   ",   1,"x",1
"MPB1LLim  ","MPB1fltS1 ",   2,"x",1
"MPB1LLim  ","MPB1WS01  ",   3," ",1
"MPB1LLim  ","MPB1WS02  ",   4," ",1
"MPB1LLim  ","MPB1WS03  ",   5," ",1
"MPB1LLim  ","MPB1WS04  ",   6," ",1
"MPB2LLim  ","MPB2flt   ",   1,"x",1
"MPB2LLim  ","MPB2fltS1 ",   2,"x",1
"MPB2LLim  ","MPB2WS01  ",   3," ",1
"MPB2LLim  ","MPB2WS02  ",   4," ",1
"MPB2LLim  ","MPB2WS03  ",   5," ",1
"MPB2LLim  ","MPB2WS04  ",   6," ",1
"MPB1NLim  ","MPB1fnit  ",   1,"x",1
"MPB1NLim  ","MPB1fpho  ",   2,"x",1
"MPB1NLim  ","MPB1fsi   ",   3,"x",1
"MPB1NLim  ","MPB1fnut  ",   4,"x",1
"MPB1NLim  ","MPB1fnitS1",   5,"x",1
"MPB1NLim  ","MPB1fphoS1",   6,"x",1
"MPB1NLim  ","MPB1fsiS1 ",   7,"x",1
"MPB1NLim  ","MPB1fnutS1",   8,"x",1
"MPB2NLim  ","MPB2fnit  ",   1,"x",1
"MPB2NLim  ","MPB2fpho  ",   2,"x",1
"MPB2NLim  ","MPB2fsi   ",   3,"x",1
"MPB2NLim  ","MPB2fnut  ",   4,"x",1
"MPB2NLim  ","MPB2fnitS1",   5,"x",1
"MPB2NLim  ","MPB2fphoS1",   6,"x",1
"MPB2NLim  ","MPB2fsiS1 ",   7,"x",1
"MPB2NLim  ","MPB2fnutS1",   8,"x",1
"MPBenthos ","MPB1M2    ",   1,"x",1
"MPBenthos ","MPB2M2    ",   2,"x",1
"MPBenthos ","MPB1S1M3  ",   3,"x",1
"MPBenthos ","MPB2S1M3  ",   4,"x",1
"MPBenthos ","MPB1FMC   ",   5,"x",1
"MPBenthos ","MPB2FMC   ",   6,"x",1
"MPBenthos ","MPB1FMN   ",   7,"x",1
"MPBenthos ","MPB2FMN   ",   8,"x",1
"MPBenthos ","MPB1FMP   ",   9,"x",1
"MPBenthos ","MPB2FMP   ",  10,"x",1
"MPBenthos ","MPB1FMS   ",  11,"x",1
"MPBenthos ","MPB2FMS   ",  12,"x",1
"MPBenthos ","MPB1FMCS1 ",  13,"x",1
"MPBenthos ","MPB2FMCS1 ",  14,"x",1
"MPBenthos ","MPB1FMNS1 ",  15,"x",1
"MPBenthos ","MPB2FMNS1 ",  16,"x",1
"MPBenthos ","MPB1FMPS1 ",  17,"x",1
"MPBenthos ","MPB2FMPS1 ",  18,"x",1
"MPBenthos ","MPB1FMSS1 ",  19,"x",1
"MPBenthos ","MPB2FMSS1 ",  20,"x",1
"MPBenthos ","FMPB1NH4UP",  21,"x",1
"MPBenthos ","FMPB2NH4UP",  22,"x",1
"MPBenthos ","FMPB1NO3UP",  23,"x",1
"MPBenthos ","FMPB2NO3UP",  24,"x",1
"MPBenthos ","FMPB1PO4UP",  25,"x",1
"MPBenthos ","FMPB2PO4UP",  26,"x",1
"MPBenthos ","FMPB1SIUP ",  27,"x",1
"MPBenthos ","FMPB2SIUP ",  28,"x",1
"MPBenthos ","FMPB1EXC  ",  29,"x",1
"MPBenthos ","FMPB2EXC  ",  30,"x",1
"MPBenthos ","FMPB1FGP  ",  31,"x",1
"MPBenthos ","FMPB2FGP  ",  32,"x",1
"MPBenthos ","FMPB1MOR  ",  33,"x",1
"MPBenthos ","FMPB2MOR  ",  34,"x",1
"MPBenthos ","FMPB1POC1 ",  35,"x",1
"MPBenthos ","FMPB2POC1 ",  36,"x",1
"MPBenthos ","FMPB1PON1 ",  37,"x",1
"MPBenthos ","FMPB2PON1 ",  38,"x",1
"MPBenthos ","FMPB1POP1 ",  39,"x",1
"MPBenthos ","FMPB2POP1 ",  40,"x",1
"MPBenthos ","FMPB1OPAL ",  41,"x",1
"MPBenthos ","FMPB2OPAL ",  42,"x",1
"MPBenthos ","FMPB1OXY  ",  43,"x",1
"MPBenthos ","FMPB2OXY  ",  44,"x",1
"MPBenthos ","FMPB1RES  ",  45,"x",1
"MPBenthos ","FMPB2RES  ",  46,"x",1
"MPBenthos ","FMPB1FGPM2",  47,"x",1
"MPBenthos ","FMPB2FGPM2",  48,"x",1
"MPBenthos ","FMPB1FGPD ",  49,"x",1
"MPBenthos ","FMPB2FGPD ",  50,"x",1
"MPBenthos ","FMPB1NH4S1",  51,"x",1
"MPBenthos ","FMPB2NH4S1",  52,"x",1
"MPBenthos ","FMPB1NO3S1",  53,"x",1
"MPBenthos ","FMPB2NO3S1",  54,"x",1
"MPBenthos ","FMPB1PO4S1",  55,"x",1
"MPBenthos ","FMPB2PO4S1",  56,"x",1
"MPBenthos ","FMPB1SIS1 ",  57,"x",1
"MPBenthos ","FMPB2SIS1 ",  58,"x",1
"MPBenthos ","FMPB1EXCS1",  59,"x",1
"MPBenthos ","FMPB2EXCS1",  60,"x",1
"MPBenthos ","FMPB1FGPS1",  61,"x",1
"MPBenthos ","FMPB2FGPS1",  62,"x",1
"MPBenthos ","FMPB1MORS1",  63,"x",1
"MPBenthos ","FMPB2MORS1",  64,"x",1
"MPBenthos ","FMPB1POC1S",  65,"x",1
"MPBenthos ","FMPB2POC1S",  66,"x",1
"MPBenthos ","FMPB1PON1S",  67,"x",1
"MPBenthos ","FMPB2PON1S",  68,"x",1
"MPBenthos ","FMPB1POP1S",  69,"x",1
"MPBenthos ","FMPB2POP1S",  70,"x",1
"MPBenthos ","FMPB1OPALS",  71,"x",1
"MPBenthos ","FMPB2OPALS",  72,"x",1
"MPBenthos ","FMPB1OXYS1",  73,"x",1
"MPBenthos ","FMPB2OXYS1",  74,"x",1
"MPBenthos ","FMPB1RESS1",  75,"x",1
"MPBenthos ","FMPB2RESS1",  76,"x",1
"MPBenthos ","FMPB1GPS1M",  77,"x",1
"MPBenthos ","FMPB2GPS1M",  78,"x",1
"MPBenthos ","FMPB1GPS1D",  79,"x",1
"MPBenthos ","FMPB2GPS1D",  80,"x",1
"VB01Procs ","SwVB01Gro ",   1,"x",1
"VB01Procs ","SwVB01Mrt ",   2,"x",1
"VB01Procs ","VB01ha    ",   3,"x",1
"VB01Procs ","VB01Aha   ",   4,"x",1
"VB01Procs ","rGWV01    ",   5,"x",1
"VB01Procs ","fVB01     ",   6,"x",1
"VB01Procs ","VB01Age0ha",   7,"x",1
"VB01Procs ","NutLimVB01",   8,"x",1
"VB01Procs ","rMrtVB01  ",   9,"x",1
"VB01Procs ","fMrtVB01  ",  10,"x",1
"VB01Procs ","fN1VB01ups",  11,"x",1
"VB01Procs ","fN2VB01ups",  12,"x",1
"VB01Procs ","fP1VB01ups",  13,"x",1
"VB01Procs ","fP2VB01ups",  14,"x",1
"VB01Procs ","fS1VB01ups",  15,"x",1
"VB01Procs ","fS2VB01ups",  16,"x",1
"VB01Procs ","fC4VB01rel",  17,"x",1
"VB01Procs ","fN4VB01rel",  18,"x",1
"VB01Procs ","fP4VB01rel",  19,"x",1
"VB01Procs ","fS4VB01rel",  20,"x",1
